Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
EPX,Travel Agency,Online,Others,7,Others,12.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,103,Others,44.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,80,Others,19.8,11.88,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,7,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,Others,20.0,0.0,24,0
EPX,Travel Agency,Online,Others,32,Others,72.0,0.0,40,0
EPX,Travel Agency,Online,Others,34,Others,13.0,0.0,36,0
EPX,Travel Agency,Online,Others,10,Others,80.0,0.0,36,0
Others,Airlines,Online,Others,4,Others,18.0,6.3,40,0
EPX,Travel Agency,Online,Others,26,SINGAPORE,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,2,Others,11.0,0.0,36,0
EPX,Travel Agency,Online,Others,6,Others,24.0,0.0,65,0
Others,Airlines,Online,Others,25,Others,26.0,9.1,68,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,194,Others,148.5,89.1,67,0
EPX,Travel Agency,Online,Others,3,SINGAPORE,20.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,Others,26.0,0.0,36,0
Others,Airlines,Online,Others,41,Others,67.0,23.45,57,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,30,0
EPX,Travel Agency,Online,Others,16,Others,56.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,Others,19.8,11.88,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,52,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,70,SINGAPORE,2.51,0.7,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,49.5,29.7,38,0
EPX,Travel Agency,Online,Others,26,Others,33.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,Others,26.0,0.0,51,0
Others,Airlines,Online,Others,15,Others,18.0,6.3,58,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,Others,69.3,41.58,50,0
Others,Airlines,Online,Others,19,Others,0.0,33.6,42,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,56,Others,75.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,Others,29.7,17.82,45,0
Others,Airlines,Online,Others,44,Others,30.0,10.5,56,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,28,Others,112.0,0.0,57,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,43,Others,32.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,63,Others,31.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,45,Others,44.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,Others,35.0,0.0,36,0
Others,Airlines,Online,Others,39,Others,26.0,9.1,68,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,24.0,0.0,36,0
EPX,Travel Agency,Online,Others,122,Others,80.0,0.0,36,0
Others,Airlines,Online,Others,1,Others,18.0,6.3,25,0
Others,Travel Agency,Online,Others,12,Others,28.0,10.64,48,0
EPX,Travel Agency,Online,Others,2,Others,10.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,16.0,4.0,28,0
Others,Airlines,Online,Others,7,Others,18.0,6.3,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Others,29.0,0.0,47,0
EPX,Travel Agency,Online,Others,3,Others,80.0,0.0,34,0
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,15.0,3.75,50,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,57,Others,19.8,11.88,31,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,56,Others,69.3,41.58,55,0
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,19.2,4.8,24,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,26.0,0.0,23,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,Others,29.7,17.82,33,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,52,Others,287.1,172.26,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,Others,20.0,0.0,27,0
Others,Travel Agency,Online,Others,30,Others,47.0,30.55,40,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,42,Others,26.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,29,Others,20.0,0.0,36,0
Others,Travel Agency,Online,Others,24,Others,28.0,10.64,48,0
Others,Airlines,Online,Others,13,Others,22.0,7.7,45,0
EPX,Travel Agency,Online,Others,19,Others,24.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,SINGAPORE,19.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,21.0,0.0,31,0
Others,Travel Agency,Online,Others,5,Others,28.0,10.64,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,28.0,0.0,36,0
EPX,Travel Agency,Online,Others,183,Others,15.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,19.8,11.88,31,0
EPX,Travel Agency,Online,Others,8,Others,16.0,0.0,36,0
Others,Airlines,Online,Others,194,Others,35.0,12.25,39,0
Others,Airlines,Online,Others,6,Others,78.0,31.2,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,56.0,0.0,36,0
Others,Airlines,Online,Others,2,Others,93.0,37.2,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,85,Others,20.0,0.0,72,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,Others,29.7,17.82,37,0
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,39.0,9.75,38,0
Others,Airlines,Online,Others,89,Others,40.0,14.0,67,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,49.0,0.0,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,Others,36.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,18.5,4.63,43,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,50,Others,41.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,27.0,6.75,24,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,74,Others,35.0,0.0,35,0
EPX,Travel Agency,Online,Others,5,Others,62.0,0.0,40,0
EPX,Travel Agency,Online,Others,9,Others,64.0,0.0,36,0
EPX,Travel Agency,Online,Others,4,Others,35.0,0.0,36,0
EPX,Travel Agency,Online,Others,7,Others,0.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,62,Others,20.0,0.0,29,0
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,33.5,8.38,34,0
EPX,Travel Agency,Online,Others,7,Others,10.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,Others,19.8,11.88,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,81,Others,112.0,0.0,65,0
EPX,Travel Agency,Online,Others,2,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,12,Others,11.0,0.0,27,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,19.8,11.88,56,0
Others,Airlines,Online,Others,43,Others,22.0,7.7,35,0
C2B,Airlines,Online,Silver Plan,44,SINGAPORE,22.5,5.63,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,7,Others,26.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,23,SINGAPORE,20.0,5.0,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,Others,29.0,0.0,36,0
EPX,Travel Agency,Online,Others,53,Others,55.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,45,SINGAPORE,25.0,6.25,39,0
Others,Airlines,Online,Others,8,Others,22.0,7.7,61,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,Others,29.7,17.82,48,0
EPX,Travel Agency,Online,Others,20,Others,20.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,Others,128.7,77.22,41,0
EPX,Travel Agency,Online,Others,29,Others,10.0,0.0,52,0
Others,Travel Agency,Online,Others,418,Others,256.2,166.53,38,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,Others,39.6,23.76,43,0
EPX,Travel Agency,Online,Others,37,Others,21.0,0.0,37,0
EPX,Travel Agency,Online,Others,93,SINGAPORE,53.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,Others,29.7,17.82,33,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,Others,59.4,35.64,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,Others,38.0,0.0,27,0
Others,Airlines,Online,Others,2,Others,18.0,6.3,33,0
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,32.5,8.13,27,0
Others,Travel Agency,Online,Others,381,Others,256.2,166.53,38,0
EPX,Travel Agency,Online,Others,4,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,45,Others,19.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,13.5,3.38,35,0
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,66,0
EPX,Travel Agency,Online,Others,29,Others,10.0,0.0,29,0
EPX,Travel Agency,Online,Others,14,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,34,SINGAPORE,26.0,0.0,36,0
Others,Travel Agency,Online,Others,9,Others,31.2,20.28,29,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,20.0,0.0,22,0
EPX,Travel Agency,Online,Others,11,Others,10.0,0.0,64,0
EPX,Travel Agency,Online,Others,3,Others,34.0,0.0,36,1
EPX,Travel Agency,Online,Others,10,Others,17.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,71.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Others,48.0,0.0,57,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,Others,49.5,29.7,49,0
Others,Airlines,Online,Others,39,Others,22.0,7.7,41,0
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,18.0,4.5,43,0
EPX,Travel Agency,Online,Others,227,Others,80.0,0.0,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,5,Others,47.0,0.0,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,20.0,0.0,33,0
C2B,Airlines,Online,Silver Plan,46,SINGAPORE,25.0,6.25,29,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,Others,0.0,23.76,35,0
Others,Airlines,Online,Others,23,Others,18.0,6.3,26,0
EPX,Travel Agency,Online,Others,43,Others,31.0,0.0,36,0
EPX,Travel Agency,Online,Others,48,Others,13.0,0.0,36,0
Others,Airlines,Online,Others,58,Others,181.0,63.35,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,36,Others,27.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,180,Others,24.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,29.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,39.0,0.0,40,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,112.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,56,SINGAPORE,22.5,5.63,68,0
Others,Airlines,Online,Others,60,SINGAPORE,2.64,0.74,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,Others,50.0,0.0,36,0
EPX,Travel Agency,Online,Others,18,Others,29.0,0.0,36,0
EPX,Travel Agency,Online,Others,21,Others,49.0,0.0,49,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,Others,39.6,23.76,46,0
EPX,Travel Agency,Online,Others,118,Others,10.0,0.0,35,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,72,Others,39.6,23.76,34,0
C2B,Airlines,Online,Annual Silver Plan,389,SINGAPORE,252.85,63.21,38,0
EPX,Travel Agency,Online,Others,17,SINGAPORE,20.0,0.0,32,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,9,Others,77.0,0.0,35,0
EPX,Travel Agency,Online,Others,25,Others,20.0,0.0,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,22,Others,47.0,0.0,36,0
Others,Airlines,Online,Others,11,Others,35.0,12.25,37,0
Others,Airlines,Online,Others,25,Others,39.0,15.6,118,0
Others,Airlines,Online,Others,10,Others,22.0,7.7,40,0
EPX,Travel Agency,Online,Others,23,Others,16.0,0.0,36,0
EPX,Travel Agency,Online,Others,19,Others,63.0,0.0,35,0
EPX,Travel Agency,Online,Others,12,Others,37.0,0.0,36,0
Others,Airlines,Online,Others,125,Others,26.0,9.1,40,0
EPX,Travel Agency,Online,Others,8,Others,13.0,0.0,25,0
EPX,Travel Agency,Online,Others,54,Others,57.0,0.0,36,0
EPX,Travel Agency,Online,Others,28,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,47,Others,30.0,0.0,36,0
EPX,Travel Agency,Online,Others,21,Others,36.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,22.5,5.63,48,0
EPX,Travel Agency,Online,Others,9,SINGAPORE,45.0,0.0,67,0
Others,Airlines,Online,Others,1,Others,31.0,12.4,118,0
Others,Airlines,Online,Others,16,Others,58.0,20.3,29,0
C2B,Airlines,Online,Silver Plan,38,SINGAPORE,31.85,7.96,25,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,Others,0.0,41.58,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,26.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,Others,22.0,0.0,36,0
Others,Airlines,Online,Others,14,SINGAPORE,1.93,0.54,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,42,Others,22.0,0.0,36,0
EPX,Travel Agency,Online,Others,1,Others,19.0,0.0,36,0
Others,Travel Agency,Online,Others,365,Others,204.6,132.99,35,1
EPX,Travel Agency,Online,Others,96,Others,24.0,0.0,27,0
EPX,Travel Agency,Online,Others,56,Others,17.0,0.0,36,0
Others,Travel Agency,Offline,Others,5,Others,0.0,9.57,27,0
EPX,Travel Agency,Online,Others,11,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,27,Others,20.0,0.0,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,Others,59.4,35.64,32,0
EPX,Travel Agency,Online,Others,4,Others,38.0,0.0,36,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216.0,54.0,57,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,84,Others,28.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,132,SINGAPORE,33.5,8.38,25,0
EPX,Travel Agency,Online,Others,3,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,Others,42.0,0.0,36,0
Others,Airlines,Online,Others,94,Others,37.0,12.95,43,0
EPX,Travel Agency,Online,Others,6,Others,13.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,51,Others,48.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,52,Others,34.0,0.0,36,0
EPX,Travel Agency,Online,Others,42,Others,40.0,0.0,55,0
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,32.4,8.1,34,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,Others,20.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,48,Others,19.8,11.88,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,Others,54.0,0.0,36,0
EPX,Travel Agency,Online,Others,10,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,27,Others,14.0,0.0,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,92,Others,90.0,0.0,40,0
C2B,Airlines,Online,Silver Plan,70,SINGAPORE,72.0,18.0,63,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,Others,44.0,0.0,36,0
EPX,Travel Agency,Online,Others,30,Others,10.0,0.0,39,0
EPX,Travel Agency,Online,Others,6,Others,10.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,61,Others,49.5,29.7,31,1
Others,Airlines,Online,Others,48,Others,37.0,12.95,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,47,Others,112.0,0.0,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,25,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,33,Others,37.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,36,Others,39.6,23.76,26,0
C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,23.4,5.85,30,0
EPX,Travel Agency,Online,Others,44,Others,80.0,0.0,38,0
EPX,Travel Agency,Online,Others,68,Others,72.0,0.0,36,0
EPX,Travel Agency,Online,Others,35,Others,20.0,0.0,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,Others,98.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,59.4,35.64,60,0
EPX,Travel Agency,Online,Others,49,Others,16.0,0.0,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,58,Others,59.4,35.64,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,39,Others,112.0,0.0,26,0
EPX,Travel Agency,Online,Others,41,SINGAPORE,11.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,Others,15.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,34.5,8.63,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,93,Others,108.9,65.34,31,0
C2B,Airlines,Online,Bronze Plan,51,SINGAPORE,47.0,11.75,27,0
EPX,Travel Agency,Online,Others,19,SINGAPORE,10.0,0.0,53,0
EPX,Travel Agency,Online,Others,54,Others,23.0,0.0,36,0
EPX,Travel Agency,Online,Others,16,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,Others,112.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,Others,39.6,23.76,46,0
C2B,Airlines,Online,Annual Silver Plan,384,SINGAPORE,161.0,40.25,29,0
EPX,Travel Agency,Online,Others,6,Others,17.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,Others,59.4,35.64,46,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,74,Others,78.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,13.5,3.38,26,0
Others,Airlines,Online,Others,4,Others,0.0,7.7,71,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,Others,112.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,203,Others,99.0,59.4,39,0
EPX,Travel Agency,Online,Others,18,Others,17.0,0.0,40,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,63,Others,0.0,29.7,31,0
EPX,Travel Agency,Online,Others,20,Others,10.0,0.0,30,0
Others,Airlines,Online,Others,6,Others,22.0,7.7,54,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,139,Others,38.0,0.0,36,0
EPX,Travel Agency,Online,Others,1,Others,15.0,0.0,54,0
Others,Airlines,Online,Others,18,Others,26.0,9.1,20,0
Others,Airlines,Online,Others,105,Others,110.0,38.5,118,0
EPX,Travel Agency,Online,Others,31,Others,10.0,0.0,33,0
EPX,Travel Agency,Online,Others,10,SINGAPORE,23.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,88,SINGAPORE,228.5,57.13,64,0
Others,Airlines,Online,Others,59,Others,40.0,14.0,68,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,23,Others,101.0,0.0,22,0
C2B,Airlines,Online,Silver Plan,14,SINGAPORE,29.5,7.38,40,0
EPX,Travel Agency,Online,Others,127,Others,55.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,Others,59.4,35.64,49,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,36,Others,24.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,Others,39.6,23.76,38,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,11,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,197,Others,36.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,49,Others,68.0,0.0,36,0
EPX,Travel Agency,Online,Others,29,Others,25.0,0.0,36,0
EPX,Travel Agency,Online,Others,44,Others,15.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,Others,49.5,29.7,45,0
EPX,Travel Agency,Online,Others,15,Others,17.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,Others,29.7,17.82,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,113,Others,64.0,0.0,36,0
C2B,Airlines,Online,Annual Silver Plan,390,SINGAPORE,291.75,72.94,29,0
Others,Travel Agency,Offline,Others,112,Others,30.0,10.5,64,0
C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,29.5,7.38,33,1
EPX,Travel Agency,Online,2 way Comprehensive Plan,22,Others,37.0,0.0,36,0
Others,Airlines,Online,Others,106,Others,5.62,1.97,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,91,Others,21.0,0.0,36,0
EPX,Travel Agency,Online,Others,47,SINGAPORE,48.0,0.0,36,0
Others,Airlines,Online,Others,9,Others,39.0,15.6,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,28,Others,53.0,0.0,36,0
EPX,Travel Agency,Online,Others,102,Others,56.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,18.0,4.5,49,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,24,Others,62.0,0.0,36,0
C2B,Airlines,Online,Annual Silver Plan,379,SINGAPORE,259.2,64.8,41,0
EPX,Travel Agency,Online,Others,17,Others,16.0,0.0,28,0
Others,Airlines,Online,Others,38,Others,15.0,6.0,47,0
C2B,Airlines,Online,Others,64,SINGAPORE,142.5,35.63,52,0
Others,Airlines,Online,Others,2,Others,18.0,6.3,50,0
Others,Airlines,Online,Others,4,Others,26.0,9.1,38,0
Others,Airlines,Online,Others,58,Others,22.0,7.7,56,0
EPX,Travel Agency,Online,Others,2,SINGAPORE,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,12,Others,27.0,0.0,36,0
EPX,Travel Agency,Online,Others,13,Others,25.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,0.0,47.52,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,2,Others,0.0,5.94,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,Others,39.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,46,Others,62.0,0.0,35,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,54,Others,79.2,47.52,30,0
Others,Airlines,Online,Others,10,Others,22.0,7.7,44,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,17,Others,20.0,0.0,66,0
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,18.5,4.63,32,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,Others,21.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,24,Others,41.0,0.0,36,0
C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,252.85,63.21,31,1
EPX,Travel Agency,Online,Others,11,Others,21.0,0.0,43,0
EPX,Travel Agency,Online,Others,15,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,82,Others,10.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,Others,39.6,23.76,46,0
EPX,Travel Agency,Online,Others,4,Others,10.0,0.0,40,0
C2B,Airlines,Online,Annual Silver Plan,383,SINGAPORE,252.85,63.21,40,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,32,Others,21.0,0.0,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,172,Others,99.0,0.0,46,0
Others,Airlines,Online,Others,18,Others,18.0,6.3,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,61,Others,110.0,0.0,36,0
EPX,Travel Agency,Online,Others,5,SINGAPORE,20.0,0.0,24,0
C2B,Airlines,Online,Annual Silver Plan,394,SINGAPORE,216.0,54.0,36,0
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,29.9,7.47,26,0
Others,Airlines,Online,Others,5,Others,18.0,6.3,60,0
EPX,Travel Agency,Online,Others,13,Others,25.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,Others,22.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,65,Others,20.0,0.0,36,0
Others,Travel Agency,Offline,Others,10,Others,29.0,9.57,30,0
EPX,Travel Agency,Online,Others,135,Others,11.0,0.0,36,0
EPX,Travel Agency,Online,Others,31,Others,33.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,13.5,3.38,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,41.0,0.0,36,0
Others,Travel Agency,Online,Others,367,Others,0.0,107.25,27,0
