Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
EPX,0,0,2 way Comprehensive Plan,5,Others,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,19,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,CHINA,15.0,0.0,36,0
JZI,1,0,Others,9,THAILAND,22.0,7.7,57,0
EPX,0,0,Cancellation Plan,13,THAILAND,22.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,14,Others,59.4,35.64,31,0
JZI,1,0,Others,31,CHINA,35.0,12.25,50,0
JZI,1,0,Others,17,MALAYSIA,22.0,7.7,43,0
EPX,0,0,Cancellation Plan,46,Others,60.0,0.0,36,0
EPX,0,0,Cancellation Plan,11,MALAYSIA,10.0,0.0,47,0
EPX,0,0,2 way Comprehensive Plan,42,Others,104.0,0.0,36,0
JZI,1,0,Others,19,Others,87.0,30.45,33,0
C2B,1,0,Others,10,SINGAPORE,27.0,6.75,29,0
CWT,0,0,Rental Vehicle Excess Insurance,83,Others,19.8,11.88,28,0
EPX,0,0,Cancellation Plan,5,Others,15.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,92,Others,91.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,41,Others,34.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,54,Others,72.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,85,Others,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,73,CHINA,25.0,0.0,36,0
Others,0,1,Others,72,MALAYSIA,30.0,10.5,69,0
EPX,0,0,2 way Comprehensive Plan,4,THAILAND,20.0,0.0,36,0
C2B,1,0,Others,33,SINGAPORE,50.5,12.63,53,0
EPX,0,0,2 way Comprehensive Plan,11,Others,28.0,0.0,20,0
CWT,0,0,Rental Vehicle Excess Insurance,26,Others,49.5,29.7,53,0
EPX,0,0,Cancellation Plan,29,Others,13.0,0.0,21,0
C2B,1,0,Others,13,SINGAPORE,26.5,6.63,36,0
EPX,0,0,2 way Comprehensive Plan,19,CHINA,28.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,47,Others,37.0,0.0,29,0
EPX,0,0,2 way Comprehensive Plan,3,Others,24.0,0.0,28,0
EPX,0,0,2 way Comprehensive Plan,45,Others,112.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,58.0,14.5,27,0
EPX,0,0,Others,2,CHINA,34.0,0.0,36,0
EPX,0,0,Cancellation Plan,20,SINGAPORE,16.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,14,Others,20.0,0.0,31,0
EPX,0,0,Cancellation Plan,78,Others,18.0,0.0,36,0
EPX,0,0,Cancellation Plan,10,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,53,Others,68.0,0.0,36,0
EPX,0,0,Cancellation Plan,41,SINGAPORE,10.0,0.0,36,0
C2B,1,0,Others,4,SINGAPORE,17.55,4.39,29,0
EPX,0,0,Cancellation Plan,7,SINGAPORE,11.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,27,Others,92.0,0.0,36,0
EPX,0,0,Others,5,CHINA,26.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,Others,12.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,51,Others,33.0,0.0,36,0
JZI,1,0,Others,29,MALAYSIA,22.0,7.7,40,0
C2B,1,0,Others,88,SINGAPORE,191.5,47.88,60,0
EPX,0,0,Cancellation Plan,40,Others,37.0,0.0,36,0
JZI,1,0,Others,29,Others,22.0,7.7,23,0
EPX,0,0,Others,2,CHINA,28.0,0.0,36,0
EPX,0,0,Others,6,Others,66.0,0.0,42,0
EPX,0,0,Cancellation Plan,14,Others,14.0,0.0,33,0
EPX,0,0,Cancellation Plan,43,CHINA,39.0,0.0,36,0
EPX,0,0,Cancellation Plan,18,Others,80.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,20,Others,38.0,0.0,35,0
JZI,1,0,Others,17,Others,26.0,9.1,28,0
EPX,0,0,2 way Comprehensive Plan,40,Others,20.0,0.0,50,0
Others,0,0,Others,34,Others,25.0,16.25,31,0
JZI,1,0,Others,26,Others,26.0,9.1,53,0
EPX,0,0,2 way Comprehensive Plan,33,CHINA,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,4,Others,36.0,0.0,36,0
JZI,1,0,Others,7,THAILAND,33.0,11.55,44,0
EPX,0,0,2 way Comprehensive Plan,41,Others,51.0,0.0,36,0
C2B,1,0,Others,6,SINGAPORE,29.5,7.38,32,0
EPX,0,0,Cancellation Plan,46,CHINA,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,9,Others,80.0,0.0,56,0
Others,1,0,Others,7,Others,6.31,2.21,48,0
EPX,0,0,2 way Comprehensive Plan,25,Others,36.0,0.0,36,0
EPX,0,0,Cancellation Plan,19,THAILAND,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,17,THAILAND,54.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,6,MALAYSIA,20.0,0.0,36,0
C2B,1,0,Others,9,SINGAPORE,47.5,11.88,30,0
EPX,0,0,2 way Comprehensive Plan,43,SINGAPORE,31.0,0.0,36,0
EPX,0,0,Cancellation Plan,55,Others,56.0,0.0,34,0
JZI,1,0,Others,55,Others,37.0,12.95,45,0
EPX,0,0,2 way Comprehensive Plan,17,Others,24.0,0.0,36,0
Others,0,1,Others,40,THAILAND,30.0,10.5,30,0
Others,0,1,Others,8,THAILAND,30.0,10.5,50,0
EPX,0,0,2 way Comprehensive Plan,12,Others,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,40,Others,10.0,0.0,36,0
EPX,0,0,Others,11,THAILAND,20.0,0.0,23,0
EPX,0,0,Cancellation Plan,18,MALAYSIA,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,28,SINGAPORE,29.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,14,Others,52.0,0.0,19,0
EPX,0,0,2 way Comprehensive Plan,38,Others,41.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,83,Others,59.0,0.0,36,0
EPX,0,0,Cancellation Plan,34,SINGAPORE,11.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,15,Others,66.0,0.0,32,0
JZI,1,0,Others,26,Others,26.0,9.1,45,0
Others,1,0,Others,5,Others,15.0,6.0,46,0
C2B,1,0,Others,59,SINGAPORE,137.5,34.38,59,1
EPX,0,0,Cancellation Plan,14,SINGAPORE,17.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,8,Others,23.0,0.0,36,0
C2B,1,0,Others,3,SINGAPORE,11.5,2.88,38,0
C2B,1,0,Others,53,SINGAPORE,0.0,5.53,27,0
C2B,1,0,Others,8,SINGAPORE,18.0,4.5,37,0
EPX,0,0,Cancellation Plan,46,Others,10.0,0.0,42,0
C2B,1,0,Others,5,SINGAPORE,33.5,8.38,63,0
EPX,0,0,Cancellation Plan,8,MALAYSIA,10.0,0.0,36,0
Others,1,0,Others,22,SINGAPORE,0.77,0.22,48,0
EPX,0,0,2 way Comprehensive Plan,39,CHINA,37.0,0.0,36,0
C2B,1,0,Others,15,SINGAPORE,62.0,15.5,26,1
EPX,0,0,Cancellation Plan,28,Others,13.0,0.0,36,0
C2B,1,0,Others,6,SINGAPORE,20.0,5.0,33,0
EPX,0,0,Cancellation Plan,27,Others,28.0,0.0,36,0
JZI,1,0,Others,3,Others,18.0,6.3,37,0
EPX,0,0,Others,14,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,55,THAILAND,14.0,0.0,54,0
JZI,1,0,Others,83,Others,37.0,12.95,26,0
EPX,0,0,Cancellation Plan,8,MALAYSIA,18.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,Others,10.0,0.0,57,0
EPX,0,0,Cancellation Plan,21,THAILAND,10.0,0.0,36,0
Others,1,0,Others,21,Others,15.0,6.0,54,0
EPX,0,0,Cancellation Plan,4,SINGAPORE,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,11,Others,89.1,53.46,27,0
EPX,0,0,Others,2,SINGAPORE,29.0,0.0,30,0
CWT,0,0,Rental Vehicle Excess Insurance,8,Others,49.5,29.7,29,0
JZI,1,0,Others,13,Others,26.0,9.1,45,0
Others,0,0,Others,15,Others,67.0,43.55,58,0
EPX,0,0,Others,3,THAILAND,20.0,0.0,36,0
JZI,1,0,Others,14,THAILAND,22.0,7.7,58,0
EPX,0,0,Cancellation Plan,15,Others,45.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,64,Others,192.0,0.0,58,0
EPX,0,0,Cancellation Plan,28,Others,43.0,0.0,24,0
EPX,0,0,2 way Comprehensive Plan,27,Others,30.0,0.0,45,0
EPX,0,0,Cancellation Plan,24,Others,10.0,0.0,37,0
JZI,1,0,Others,21,CHINA,26.0,9.1,54,0
EPX,0,0,2 way Comprehensive Plan,29,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,92,SINGAPORE,12.0,0.0,36,0
JZI,1,0,Others,23,Others,0.0,12.95,27,0
EPX,0,0,2 way Comprehensive Plan,9,Others,42.0,0.0,36,0
EPX,0,0,Cancellation Plan,30,Others,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,19,THAILAND,45.0,0.0,43,0
JZI,1,0,Others,8,THAILAND,30.0,10.5,50,0
C2B,1,0,Others,6,SINGAPORE,18.5,4.63,43,0
EPX,0,0,2 way Comprehensive Plan,52,Others,0.0,0.0,36,0
EPX,0,0,Others,28,Others,24.0,0.0,36,0
JZI,1,0,Others,2,Others,22.0,7.7,40,0
C2B,1,0,Others,8,SINGAPORE,20.0,5.0,23,0
CWT,0,0,Rental Vehicle Excess Insurance,6,MALAYSIA,19.8,11.88,54,0
EPX,0,0,Cancellation Plan,25,Others,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,11,Others,12.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,35,Others,158.4,95.04,52,1
EPX,0,0,Others,2,SINGAPORE,82.0,0.0,36,0
EPX,0,0,Cancellation Plan,31,CHINA,13.0,0.0,36,0
Others,1,0,Others,33,SINGAPORE,0.83,0.23,48,0
EPX,0,0,Cancellation Plan,30,Others,15.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,15,Others,20.0,0.0,36,0
EPX,0,0,Others,24,SINGAPORE,20.0,0.0,29,0
EPX,0,0,Cancellation Plan,8,Others,13.0,0.0,36,0
EPX,0,0,Cancellation Plan,24,Others,10.0,0.0,23,0
EPX,0,0,2 way Comprehensive Plan,68,SINGAPORE,27.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,17,THAILAND,20.0,0.0,32,0
JZI,1,0,Others,3,Others,18.0,6.3,54,0
JZI,1,0,Others,6,CHINA,45.0,15.75,50,0
CWT,0,0,Rental Vehicle Excess Insurance,26,Others,0.0,41.58,33,0
CWT,0,0,Rental Vehicle Excess Insurance,51,THAILAND,0.0,17.82,46,0
EPX,0,0,2 way Comprehensive Plan,14,CHINA,23.0,0.0,58,0
JZI,1,0,Others,5,MALAYSIA,18.0,6.3,60,0
CWT,0,0,Rental Vehicle Excess Insurance,39,Others,19.8,11.88,30,0
CWT,0,0,Rental Vehicle Excess Insurance,45,MALAYSIA,19.8,11.88,50,0
EPX,0,0,2 way Comprehensive Plan,79,Others,46.0,0.0,36,0
C2B,1,0,Others,77,SINGAPORE,63.5,15.88,43,1
C2B,1,0,Others,5,SINGAPORE,19.2,4.8,34,0
EPX,0,0,Cancellation Plan,7,Others,11.0,0.0,36,0
EPX,0,0,Cancellation Plan,30,Others,57.0,0.0,31,0
EPX,0,0,2 way Comprehensive Plan,24,CHINA,35.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,17,Others,112.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,Others,17.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,81,MALAYSIA,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,6,Others,18.0,0.0,66,0
C2B,1,0,Others,10,SINGAPORE,17.55,4.39,33,0
C2B,1,0,Others,23,SINGAPORE,108.0,27.0,29,0
EPX,0,0,2 way Comprehensive Plan,11,THAILAND,21.0,0.0,36,0
EPX,0,0,Others,14,Others,20.0,0.0,36,0
JZI,1,0,Others,18,THAILAND,39.0,13.65,34,0
EPX,0,0,Cancellation Plan,10,THAILAND,17.0,0.0,35,0
JZI,1,0,Others,18,Others,26.0,9.1,46,0
EPX,0,0,Cancellation Plan,16,Others,10.0,0.0,40,0
CWT,0,0,Rental Vehicle Excess Insurance,4,Others,19.8,11.88,49,0
C2B,1,0,Others,18,SINGAPORE,13.5,3.38,31,0
C2B,1,0,Others,11,SINGAPORE,20.0,5.0,48,0
EPX,0,0,Cancellation Plan,19,CHINA,44.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,Others,10.0,0.0,30,0
EPX,0,0,2 way Comprehensive Plan,99,Others,59.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,19,MALAYSIA,19.8,11.88,31,0
JZI,1,0,Others,20,Others,26.0,9.1,48,0
EPX,0,0,2 way Comprehensive Plan,21,Others,24.0,0.0,29,0
EPX,0,0,Cancellation Plan,7,MALAYSIA,16.0,0.0,21,0
Others,1,0,Others,15,SINGAPORE,2.36,0.66,48,0
EPX,0,0,2 way Comprehensive Plan,31,Others,112.0,0.0,28,0
EPX,0,0,2 way Comprehensive Plan,18,MALAYSIA,20.0,0.0,42,0
EPX,0,0,Others,24,MALAYSIA,20.0,0.0,21,0
JZI,1,0,Others,100,CHINA,35.0,12.25,27,0
C2B,1,0,Others,53,SINGAPORE,13.5,3.38,21,0
JZI,1,0,Others,28,THAILAND,22.0,7.7,56,0
EPX,0,0,Cancellation Plan,32,Others,16.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,10,Others,100.0,0.0,30,0
EPX,0,0,Cancellation Plan,52,CHINA,10.0,0.0,26,0
JZI,1,0,Others,8,THAILAND,18.0,6.3,38,0
CWT,0,0,Rental Vehicle Excess Insurance,5,THAILAND,29.7,17.82,39,0
CWT,0,0,Rental Vehicle Excess Insurance,8,Others,59.4,35.64,31,0
JZI,1,0,Others,36,Others,87.0,30.45,51,0
Others,0,0,Others,10,Others,28.0,10.64,48,0
EPX,0,0,Cancellation Plan,4,THAILAND,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,THAILAND,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,Others,22.0,0.0,36,0
C2B,1,0,Others,68,SINGAPORE,27.0,6.75,46,0
C2B,1,0,Others,23,SINGAPORE,36.5,9.13,30,0
CWT,0,0,Rental Vehicle Excess Insurance,15,Others,39.6,23.76,46,0
EPX,0,0,2 way Comprehensive Plan,7,SINGAPORE,20.0,0.0,24,0
EPX,0,0,Cancellation Plan,10,Others,10.0,0.0,50,0
C2B,1,0,Others,14,SINGAPORE,63.7,15.93,50,0
EPX,0,0,2 way Comprehensive Plan,12,Others,47.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,4,MALAYSIA,29.7,17.82,47,0
C2B,1,0,Others,25,SINGAPORE,23.0,5.75,41,0
EPX,0,0,2 way Comprehensive Plan,9,MALAYSIA,33.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,4,THAILAND,46.0,0.0,25,0
EPX,0,0,Cancellation Plan,11,Others,26.0,0.0,36,0
C2B,1,0,Others,6,SINGAPORE,21.0,5.25,45,0
CWT,0,0,Rental Vehicle Excess Insurance,78,Others,277.2,166.32,56,0
JZI,1,0,Others,47,Others,22.0,7.7,35,0
EPX,0,0,2 way Comprehensive Plan,65,Others,69.0,0.0,35,0
Others,1,0,Others,16,SINGAPORE,12.35,3.46,48,0
C2B,1,0,Others,13,SINGAPORE,52.8,13.2,55,0
CWT,0,0,Rental Vehicle Excess Insurance,55,THAILAND,29.7,17.82,43,0
CWT,0,0,Rental Vehicle Excess Insurance,40,Others,69.3,41.58,38,0
C2B,1,0,Others,6,SINGAPORE,36.0,9.0,30,0
JZI,1,0,Others,5,Others,33.0,11.55,52,0
EPX,0,0,2 way Comprehensive Plan,88,THAILAND,20.0,0.0,42,0
JZI,1,0,Others,23,Others,37.0,12.95,27,0
Others,1,0,Others,28,SINGAPORE,14.99,4.2,48,0
EPX,0,0,2 way Comprehensive Plan,50,THAILAND,24.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,18,Others,59.4,35.64,31,0
EPX,0,0,Cancellation Plan,5,MALAYSIA,10.0,0.0,36,0
Others,0,0,Others,38,Others,33.0,12.54,48,0
EPX,0,0,Cancellation Plan,13,Others,16.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,22,Others,29.0,0.0,36,0
C2B,1,0,Others,10,SINGAPORE,16.0,4.0,28,0
EPX,0,0,Cancellation Plan,58,Others,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,CHINA,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,50,Others,22.0,0.0,32,0
C2B,1,0,Others,11,SINGAPORE,62.25,15.56,33,1
EPX,0,0,2 way Comprehensive Plan,44,Others,20.0,0.0,44,0
EPX,0,0,Cancellation Plan,1,Others,26.0,0.0,33,0
EPX,0,0,Cancellation Plan,84,Others,17.0,0.0,36,0
JZI,1,0,Others,21,CHINA,35.0,12.25,31,0
EPX,0,0,Others,41,Others,30.0,0.0,60,0
C2B,1,0,Others,5,SINGAPORE,37.8,9.45,41,0
EPX,0,0,Cancellation Plan,39,CHINA,17.0,0.0,36,0
JZI,1,0,Others,14,Others,26.0,9.1,36,1
EPX,0,0,Cancellation Plan,85,Others,45.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,20,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,6,Others,81.0,0.0,36,0
JZI,1,0,Others,9,Others,35.0,12.25,34,0
EPX,0,0,2 way Comprehensive Plan,69,Others,23.0,0.0,36,0
C2B,1,0,Others,28,SINGAPORE,23.4,5.85,25,0
Others,1,0,Others,87,Others,23.0,9.2,23,0
Others,0,1,Others,13,MALAYSIA,29.0,9.57,82,0
CWT,0,0,Rental Vehicle Excess Insurance,4,MALAYSIA,0.0,11.88,31,0
CWT,0,0,Rental Vehicle Excess Insurance,7,Others,29.7,17.82,26,0
EPX,0,0,Cancellation Plan,31,Others,80.0,0.0,32,0
Others,0,0,Others,6,Others,28.0,10.64,48,0
JZI,1,0,Others,36,CHINA,45.0,15.75,62,0
EPX,0,0,2 way Comprehensive Plan,8,THAILAND,0.0,0.0,28,0
EPX,0,0,Others,26,Others,26.0,0.0,36,0
Others,0,0,Others,3,Others,22.0,8.36,48,0
EPX,0,0,Cancellation Plan,17,SINGAPORE,80.0,0.0,27,0
EPX,0,0,Cancellation Plan,73,MALAYSIA,35.0,0.0,27,0
C2B,1,0,Others,39,SINGAPORE,84.5,21.13,32,0
Others,1,0,Others,0,SINGAPORE,4.88,1.37,48,0
JZI,1,0,Others,8,Others,30.0,10.5,34,0
EPX,0,0,2 way Comprehensive Plan,31,CHINA,37.0,0.0,35,0
C2B,1,0,Others,95,SINGAPORE,218.0,54.5,31,0
EPX,0,0,Cancellation Plan,15,SINGAPORE,29.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,5,Others,39.6,23.76,28,0
EPX,0,0,Cancellation Plan,11,Others,12.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,Others,80.0,0.0,36,0
EPX,0,0,Others,31,MALAYSIA,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,MALAYSIA,10.0,0.0,21,0
EPX,0,0,2 way Comprehensive Plan,12,Others,59.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,70,Others,30.0,0.0,28,0
EPX,0,0,Cancellation Plan,4,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,Others,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,39,Others,51.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,89,Others,31.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,100,Others,0.0,106.92,31,0
EPX,0,0,2 way Comprehensive Plan,23,Others,112.0,0.0,36,0
C2B,1,0,Others,97,SINGAPORE,69.55,17.39,36,0
CWT,0,0,Rental Vehicle Excess Insurance,21,MALAYSIA,19.8,11.88,60,0
EPX,0,0,Cancellation Plan,7,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,15,Others,79.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,13.5,3.38,55,0
EPX,0,0,2 way Comprehensive Plan,10,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,12,MALAYSIA,10.0,0.0,32,0
CWT,0,0,Rental Vehicle Excess Insurance,78,Others,9.9,5.94,32,0
JZI,1,0,Others,33,CHINA,26.0,9.1,30,0
EPX,0,0,2 way Comprehensive Plan,87,Others,20.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,9,MALAYSIA,39.6,23.76,38,0
CWT,0,0,Rental Vehicle Excess Insurance,38,Others,0.0,41.58,31,0
C2B,1,0,Others,21,SINGAPORE,54.5,13.63,39,0
EPX,0,0,Cancellation Plan,7,SINGAPORE,12.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,5,THAILAND,29.7,17.82,35,0
JZI,1,0,Others,13,Others,22.0,7.7,60,0
EPX,0,0,2 way Comprehensive Plan,55,SINGAPORE,48.0,0.0,35,0
EPX,0,0,Cancellation Plan,14,Others,13.0,0.0,67,0
EPX,0,0,2 way Comprehensive Plan,66,THAILAND,28.0,0.0,36,0
EPX,0,0,Others,58,SINGAPORE,28.0,0.0,26,0
EPX,0,0,2 way Comprehensive Plan,23,Others,110.0,0.0,36,0
C2B,1,0,Others,11,SINGAPORE,23.5,5.88,42,0
Others,1,0,Others,27,Others,15.0,6.0,35,0
EPX,0,0,Cancellation Plan,7,Others,10.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,27.5,6.88,26,1
EPX,0,0,Others,48,Others,110.0,0.0,32,0
EPX,0,0,2 way Comprehensive Plan,71,Others,20.0,0.0,36,0
EPX,0,0,Others,10,CHINA,51.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,44,Others,0.0,47.52,41,0
Others,0,0,Others,9,Others,75.0,28.5,48,0
C2B,1,0,Others,16,SINGAPORE,41.5,10.38,39,0
Others,0,1,Others,38,MALAYSIA,30.0,10.5,62,0
EPX,0,0,Cancellation Plan,22,Others,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,53,Others,69.3,41.58,26,0
EPX,0,0,Others,1,SINGAPORE,20.0,0.0,36,0
C2B,1,0,Others,21,SINGAPORE,62.0,15.5,37,0
C2B,1,0,Others,39,SINGAPORE,80.5,20.13,40,1
EPX,0,0,Cancellation Plan,72,Others,24.0,0.0,21,0
EPX,0,0,2 way Comprehensive Plan,39,CHINA,35.0,0.0,36,0
C2B,1,0,Others,39,SINGAPORE,62.0,15.5,23,0
EPX,0,0,Cancellation Plan,55,Others,80.0,0.0,35,0
CWT,0,0,Rental Vehicle Excess Insurance,67,Others,118.8,71.28,43,0
CWT,0,0,Rental Vehicle Excess Insurance,13,Others,59.4,35.64,27,0
EPX,0,0,Cancellation Plan,6,Others,21.0,0.0,26,0
JZI,1,0,Others,20,Others,49.0,17.15,49,0
JZI,1,0,Others,26,THAILAND,22.0,7.7,44,0
CWT,0,0,Rental Vehicle Excess Insurance,2,Others,9.9,5.94,54,0
JZI,1,0,Others,10,CHINA,26.0,9.1,46,0
EPX,0,0,Others,11,SINGAPORE,21.0,0.0,36,0
C2B,1,0,Others,7,SINGAPORE,20.0,5.0,27,0
C2B,1,0,Others,13,SINGAPORE,88.0,22.0,41,0
CWT,0,0,Rental Vehicle Excess Insurance,10,MALAYSIA,49.5,29.7,31,1
Others,1,0,Others,9,SINGAPORE,0.9,0.25,48,0
EPX,0,0,Cancellation Plan,17,Others,23.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,48,Others,112.0,0.0,65,0
Others,0,0,Others,15,Others,56.25,36.56,56,0
EPX,0,0,Cancellation Plan,21,Others,37.0,0.0,35,0
C2B,1,0,Others,12,SINGAPORE,16.0,4.0,58,0
C2B,1,0,Others,21,SINGAPORE,13.5,3.38,51,0
EPX,0,0,Others,2,MALAYSIA,20.0,0.0,49,0
CWT,0,0,Rental Vehicle Excess Insurance,38,Others,19.8,11.88,56,0
EPX,0,0,2 way Comprehensive Plan,61,Others,30.0,0.0,33,0
CWT,0,0,Rental Vehicle Excess Insurance,5,MALAYSIA,0.0,29.7,54,0
EPX,0,0,Cancellation Plan,71,Others,19.0,0.0,36,0
EPX,0,0,Cancellation Plan,16,Others,79.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,CHINA,47.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,MALAYSIA,10.0,0.0,39,0
JZI,1,0,Others,8,Others,22.0,7.7,48,0
EPX,0,0,Others,57,Others,65.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,15,Others,29.7,17.82,51,0
JZI,1,0,Others,9,Others,26.0,9.1,33,0
Others,1,0,Others,36,SINGAPORE,3.99,1.12,48,0
EPX,0,0,Cancellation Plan,8,Others,14.0,0.0,50,0
EPX,0,0,2 way Comprehensive Plan,6,Others,33.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,16,THAILAND,48.0,0.0,36,0
EPX,0,0,Cancellation Plan,4,Others,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,22,SINGAPORE,63.0,0.0,36,0
EPX,0,0,Cancellation Plan,27,MALAYSIA,10.0,0.0,26,0
C2B,1,0,Others,24,SINGAPORE,20.25,5.06,38,0
CWT,0,0,Rental Vehicle Excess Insurance,43,Others,69.3,41.58,65,0
EPX,0,0,2 way Comprehensive Plan,12,Others,112.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,55,Others,42.0,0.0,35,0
EPX,0,0,Others,83,Others,108.0,0.0,22,0
EPX,0,0,Cancellation Plan,59,Others,80.0,0.0,36,0
Others,0,0,Others,24,Others,67.0,43.55,61,0
EPX,0,0,2 way Comprehensive Plan,35,Others,112.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,5,THAILAND,39.6,23.76,47,0
JZI,1,0,Others,21,CHINA,26.0,9.1,71,0
C2B,1,0,Others,26,SINGAPORE,39.0,9.75,60,0
EPX,0,0,Cancellation Plan,17,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,20,Others,13.0,0.0,49,0
EPX,0,0,Cancellation Plan,36,THAILAND,15.0,0.0,31,0
EPX,0,0,Cancellation Plan,34,Others,10.0,0.0,30,0
CWT,0,0,Rental Vehicle Excess Insurance,22,Others,79.2,47.52,49,0
Others,1,0,Others,48,SINGAPORE,2.76,0.77,48,0
EPX,0,0,2 way Comprehensive Plan,94,THAILAND,20.0,0.0,55,0
JZI,1,0,Others,5,Others,26.0,9.1,64,0
C2B,1,0,Others,15,SINGAPORE,18.0,4.5,33,0
CWT,0,0,Rental Vehicle Excess Insurance,10,Others,29.7,17.82,27,0
EPX,0,0,Cancellation Plan,21,Others,23.0,0.0,36,0
EPX,0,0,Cancellation Plan,23,MALAYSIA,11.0,0.0,44,0
CWT,0,0,Rental Vehicle Excess Insurance,15,Others,39.6,23.76,25,0
EPX,0,0,Others,24,SINGAPORE,49.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,7,MALAYSIA,20.0,0.0,34,0
EPX,0,0,Cancellation Plan,63,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,6,Others,20.0,0.0,40,0
